4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 8.324099722991690209e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 7.991689750692521077e-01
4.500000000000000000e+01 7.797619047619047672e-01 5.512820512820513219e-01 7.783933518005540231e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 8.434903047091413253e-01
4.200000000000000000e+01 7.857142857142856984e-01 5.384615384615384359e-01 8.490304709141274220e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 8.102493074792244121e-01
4.100000000000000000e+01 7.797619047619047672e-01 5.256410256410256610e-01 8.060941828254847286e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 8.116343490304709363e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 8.144044321329639846e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 8.490304709141274220e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 7.853185595567867550e-01
4.300000000000000000e+01 7.797619047619047672e-01 5.384615384615384359e-01 8.545706371191135187e-01
4.200000000000000000e+01 7.857142857142856984e-01 5.384615384615384359e-01 8.019390581717451560e-01
4.300000000000000000e+01 7.797619047619047672e-01 5.384615384615384359e-01 8.254847645429362890e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 8.296398891966758615e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 8.324099722991690209e-01
4.200000000000000000e+01 7.857142857142856984e-01 5.384615384615384359e-01 8.199445983379501923e-01
4.100000000000000000e+01 7.797619047619047672e-01 5.256410256410256610e-01 8.434903047091413253e-01
4.400000000000000000e+01 7.857142857142856984e-01 5.512820512820513219e-01 8.005540166204986319e-01
4.200000000000000000e+01 7.857142857142856984e-01 5.384615384615384359e-01 7.756232686980609747e-01
4.100000000000000000e+01 7.797619047619047672e-01 5.256410256410256610e-01 8.227146814404432407e-01
4.400000000000000000e+01 7.857142857142856984e-01 5.512820512820513219e-01 7.991689750692521077e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 8.171745152354570330e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 8.310249307479223857e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 7.825484764542935956e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 8.199445983379501923e-01
4.200000000000000000e+01 7.857142857142856984e-01 5.384615384615384359e-01 7.825484764542935956e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 8.227146814404432407e-01
4.200000000000000000e+01 7.857142857142856984e-01 5.384615384615384359e-01 8.448753462603878495e-01
4.400000000000000000e+01 7.857142857142856984e-01 5.512820512820513219e-01 7.770083102493074989e-01
1.220000000000000000e+02 7.380952380952381375e-01 1.000000000000000000e+00 2.603878116343490423e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 8.337950138504155451e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 8.005540166204986319e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 8.476454293628808978e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 8.130193905817174604e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 8.808864265927978110e-01
4.400000000000000000e+01 7.857142857142856984e-01 5.512820512820513219e-01 8.088642659279778879e-01
4.400000000000000000e+01 7.857142857142856984e-01 5.512820512820513219e-01 8.227146814404432407e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 8.573407202216066780e-01
4.200000000000000000e+01 7.857142857142856984e-01 5.384615384615384359e-01 7.839335180055401198e-01
4.200000000000000000e+01 7.857142857142856984e-01 5.384615384615384359e-01 8.227146814404432407e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 8.019390581717451560e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 8.490304709141274220e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 7.936288088642659000e-01
4.300000000000000000e+01 7.916666666666666297e-01 5.512820512820513219e-01 7.409972299168975374e-01
